sentID.BTEC	split	lang	sent
2855	corpus-6-train	MSA	كان هذا ساحراً .
2856	corpus-6-train	MSA	سجلت حقيبتين .
2857	corpus-6-dev	MSA	بالتأكيد . ومن فضلك بلغ تحياتي للأنسة كوك التي قامت بالكثير من المبادرات الجيدة أثناء اجتماعنا .
2859	corpus-6-dev	MSA	هل لديك أية أماكن إقامة متاحة بهذا السعر ؟
2862	corpus-6-test-corpus-26-train	MSA	حسنا . ما هو اسم شريكك ورقمه ، من فضلك .
2863	corpus-6-train	MSA	لدي رقم حسابي المصرفي .
2867	corpus-6-train	MSA	أخشى أن لا تستطيع . سيجب عليك أن تخرج إلى هناك وتتمشى في المكان .
2870	corpus-6-train	MSA	أنا مدبرة منزل .
2871	corpus-6-test-corpus-26-train	MSA	عذراً . دعني أخرج ، من فضلك .
2875	corpus-6-train	MSA	هل يمكنك أن تقوم بهجاء اسمك الأخير ، من فضلك ؟
2876	corpus-6-train	MSA	تذكرة إلى شيكاغو ، من فضلك .
2878	corpus-6-test-corpus-26-train	MSA	هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟
2880	corpus-6-train	MSA	هل تعتقد أنه يمكنك أن تغير إطار السيارة بنفسك ؟
2881	corpus-6-train	MSA	إنه جميل حقاً . يجب أن تأتي وتزور وقتاً ما .
2883	corpus-6-train	MSA	أين المشكلة ؟ من فضلك اشرح .
2884	corpus-6-dev	MSA	من اليسار ، هذه تشير إلى وقت التصنيع الضروري ، عرض التكلفة ، والمخاطرة المالية .
2887	corpus-6-train	MSA	هل يمكنك أن تغير فاتورة بعشرة دولارات ؟
2888	corpus-6-train	MSA	متي سنغادر ؟
2890	corpus-6-train	MSA	هل يمكنك أن ترشح بعض الفنادق الأخرى ؟
2891	corpus-6-train	MSA	أريد بعض من مسحوق الوجه ، من فضلك .
2893	corpus-6-train	MSA	هل تأخرت الرحلة ؟
2894	corpus-6-train	MSA	عذراً .
2898	corpus-6-test-corpus-26-train	MSA	نزور أقاربنا كثيراً إلى حد ما .
2901	corpus-6-train	MSA	توجد فتحة في هذه .
2903	corpus-6-dev	MSA	لدينا مقاس ثمانية فقط الآن .
2904	corpus-6-train	MSA	لدينا قهوة ، شاي ، عصير برتقال ، وما إلى ذلك . ماذا تحب ؟
2905	corpus-6-train	MSA	لا تزعج .
2906	corpus-6-dev	MSA	أنا أمر فقط .
2908	corpus-6-train	MSA	يبدو أنه غير ناضج . هل يمكنك أن تطهوه فترة أطول ؟
2909	corpus-6-train	MSA	هل يمكنك أن تأخذ هذه الأمتعة إلى السيارة الأجرة ؟
2910	corpus-6-dev	MSA	أريد واحد قوي .
2913	corpus-6-train	MSA	هل لي ببعض الفلفل ، من فضلك ؟
2915	corpus-6-train	MSA	لا ، أشعر أنني محظوظاً . هيا .
2920	corpus-6-train	MSA	أين يمكن أن أقوم بمشترياتي ؟
2925	corpus-6-train	MSA	هل لديك واحدة أكبر ؟
2929	corpus-6-train	MSA	من فضلك أخبرني عندما نصل إلى جرين بارك .
2931	corpus-6-train	MSA	هل علي أن أحصل على التأمين ؟
2934	corpus-6-train	MSA	هل يمكن أن ألتقط صوراً بالمتحف ؟
2936	corpus-6-train	MSA	ما هو الفيلم المعروض داخلياً الآن ؟
2937	corpus-6-train	MSA	هل يمكنك أن تغير هذه إلى ين ياباني ؟
2939	corpus-6-test-corpus-26-train	MSA	ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .
2940	corpus-6-train	MSA	نعم ، فعلت . ذهبت الأحد الماضي مع صديق .
2942	corpus-6-train	MSA	هذه غرفة ثلاثة صفر اثنين .
2945	corpus-6-test-corpus-26-train	MSA	علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟
2946	corpus-6-train	MSA	هل لي بمزيد من الخبز ؟
2947	corpus-6-test-corpus-26-train	MSA	يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .
2948	corpus-6-dev	MSA	هل لك أن تساعدني في الحصول على تذاكر .
2950	corpus-6-train	MSA	هل هو سعر ثابت لوسط البلد ؟
2951	corpus-6-train	MSA	أود أن أقوم بحجز لثلاثة في الساعة السابعة ، من فضلك .
2953	corpus-6-train	MSA	هل ترى مبنىً أبيض ؟ إنه أمام المبنى .
2954	corpus-6-train	MSA	هل هذا هو المسار الصحيح للقطار المتجه إلى المحطة إكس ؟
2955	corpus-6-train	MSA	"أنا في فندق "" إيه بي سي ، "" غرفة ستة خمسة وثمانين . هل يمكنك أن تطلب منه أن يكلمني هنا من فضلك ؟"
2956	corpus-6-train	MSA	لا شكراً ، هذا كله .
2957	corpus-6-train	MSA	مفاصلي تؤلمني .
2960	corpus-6-test-corpus-26-train	MSA	هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟
2962	corpus-6-train	MSA	أين محطة البنزين ؟
2964	corpus-6-test-corpus-26-train	MSA	حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .
2965	corpus-6-dev	MSA	هذه القهوة أثقل من اللازم .
2966	corpus-6-train	MSA	من فضلك أعطني نسخة من محضر السرقة .
2969	corpus-6-train	MSA	لدينا أنظمة مترو أنفاق في المدن الكبرى مثل طوكيو .
2971	corpus-6-train	MSA	آسفين لا نستطيع ، ليس لدينا البند نفسه .
2973	corpus-6-test-corpus-26-train	MSA	هل توجد أية جولة صباحية ؟
2974	corpus-6-dev	MSA	هل يمكن أن تعطيني مخدراً ؟
2975	corpus-6-train	MSA	بالتأكيد . سر للأمام لثلاث أبنية سكنية . ثم استدر يساراً . سترى بوابة جميلة على الطراز الصيني .
2976	corpus-6-train	MSA	السعر سيكون عشرة دولارات للرأس .
2977	corpus-6-train	MSA	عذراً . هل يمكن أن تملأها بانتظام ، من فضلك ؟
2978	corpus-6-dev	MSA	هل نظرت إلى المشتبه فيه جيداً ؟
2982	corpus-6-test-corpus-26-train	MSA	هل تغير عملات أجنبية ؟
2983	corpus-6-test-corpus-26-test	MSA	إجمالي ميزانيتنا حوالي خمسين دولاراًً لثلاثة أشخاص .
2984	corpus-6-train	MSA	حسنا ، ما هو ، رأيك ؟ أود بالتأكيد أن أستمع إلى وجهات نظرك .
2987	corpus-6-train	MSA	ماذا عن حمل هذه الأحذية فيها لي ؟
2990	corpus-6-test-corpus-26-train	MSA	أن يمكنني أن أشتري لفة من الفيلم ؟
2995	corpus-6-test-corpus-26-train	MSA	هل لديك بيرة يابانية ؟
2997	corpus-6-train	MSA	سأعود هنا مرة أخرى غداً . ما هي مواعيد عملك ؟
2999	corpus-6-train	MSA	هل تشمل مستحضراً لغسل الشعر و مجفف ؟
3001	corpus-6-test-corpus-26-test	MSA	أريد بذلة استحمام مقاس صغير , من فضلك .
3002	corpus-6-train	MSA	من الذي تريد أن تراه ؟
3004	corpus-6-train	MSA	متى يحين موعد الصعود على متن الطائرة ؟
3005	corpus-6-dev	MSA	أريد بعض الملابس الداخلية .
3006	corpus-6-train	MSA	سأدعك تعرف رقم هاتفي هناك بأسرع ما يمكنني .
3007	corpus-6-dev	MSA	الطبق الرئيسي مكون من لحم بقري مشوي وجراد بحري .
3009	corpus-6-dev	MSA	ما المسار الذي يبدأ منه القطار المتجه إلى بوسطون ؟
3012	corpus-6-train	MSA	هذا من أجود النوعيات عندنا .
3014	corpus-6-train	MSA	هل سيكون بإمكانك تعويضي عنها ؟
3016	corpus-6-test-corpus-26-train	MSA	أريد تسجيل أمتعتي .
3018	corpus-6-dev	MSA	سنأكلها معاً ، لذلك احضر شوكة إضافية من فضلك .
3019	corpus-6-train	MSA	هل مازال يتم احترام كبار السن في اليابان ؟
3020	corpus-6-train	MSA	هل يوجد أي رسم على السماعات ؟
3021	corpus-6-train	MSA	يبلغ الرسم الأساسي خمسمائة دولار وأجر إضافي قدره خمسة وخمسون دولاراً شهرياً .
3022	corpus-6-dev	MSA	في فندق هاليكولاني .
3027	corpus-6-train	MSA	بالتأكيد سيدتي . هل تريدين استخدام لبيسة حذاء ؟ كيف حال المقاس ؟
3029	corpus-6-test-corpus-26-train	MSA	هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .
3030	corpus-6-test-corpus-26-train	MSA	مرحباً بك .
3032	corpus-6-train	MSA	هل تم تكرار التأكيد ؟
3033	corpus-6-train	MSA	هل لي أن أرى هذا من فضلك ؟
3034	corpus-6-train	MSA	عصير بطيخ مثلج , من فضلك .
3035	corpus-6-train	MSA	أي نوع سيدي ؟
3036	corpus-6-train	MSA	هل هذا جيد ؟
3038	corpus-6-test-corpus-26-dev	MSA	لا يوجد أي منها .
3040	corpus-6-test-corpus-26-train	MSA	أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟
3041	corpus-6-test-corpus-26-test	MSA	رقم مقعدك هو اثنان وثلاثون أ . بعد ذلك سر في خط مستقيم في هذه الطرقة . إنه المقعد المجاور للنافذة .
3046	corpus-6-train	MSA	إنه لن يكون بهذه الروعة .
3047	corpus-6-train	MSA	هل يمكنني أخذ شطيرتين من السجق الساخن ؟
3051	corpus-6-train	MSA	ساعدني , من فضلك .
3054	corpus-6-train	MSA	أستيقظ في تمام السادسة كل يوم .
3055	corpus-6-train	MSA	للأسف لا نستطيع . ستستغرق أكثر من أسبوعين .
3058	corpus-6-train	MSA	أين يمكنني أن أجد استعلامات السائحين ؟
3059	corpus-6-train	MSA	أفهم . سأتحقق من موظفينا .
3064	corpus-6-train	MSA	كيف أصل إلى مبنى إمباير ستيت من هنا ؟
3065	corpus-6-dev	MSA	كم سعر تأجير هاتف محمول وباجر ؟
3067	corpus-6-train	MSA	يا إلهي .
3068	corpus-6-dev	MSA	هل بدأت تتلقى طلبات العشاء ؟
3069	corpus-6-train	MSA	اسمي تسونيو سوزوكي . هاهو تأكيد الحجز الخاص بي .
3071	corpus-6-train	MSA	في فندق ريتز .
3072	corpus-6-train	MSA	مرحباً . إلى باريس من فضلك .
3073	corpus-6-test-corpus-26-train	MSA	لحظة من فضلك .
3074	corpus-6-dev	MSA	مائدة بجوار النافذة من فضلك .
3075	corpus-6-dev	MSA	هل من الممكن أن تريني تلك التي عند النافذة ؟
3076	corpus-6-train	MSA	هل هذا الغسول الطبي يمنع ترشح العرق من الجسم ؟
3077	corpus-6-train	MSA	أكياس بلاستيك من فضلك .
3078	corpus-6-train	MSA	فقدت حقيبتي .
3080	corpus-6-train	MSA	أريد أن أقيس هذا الحذاء ذا الكعب العالي .
3081	corpus-6-train	MSA	هل سيتم عرض تغير الحرس اليوم ؟
3084	corpus-6-train	MSA	يمكنك ملء الروشته في الصيدلية في الدور الرئيسي .
3086	corpus-6-dev	MSA	أليس عندكم حبوب أصغر ؟
3087	corpus-6-train	MSA	آسف ، لكن كل موائدنا مشغولة . هل تود أن تنتظر ؟
3088	corpus-6-train	MSA	هذه بها شرخ .
3089	corpus-6-train	MSA	أريد إجازة لمدة أسبوع واحد من فضلك .
3090	corpus-6-train	MSA	سأتناول لعضاً من الآيس كريم .
3092	corpus-6-dev	MSA	هل نستطيع الحصول على مطفأة سجائر من فضلك ؟
3096	corpus-6-train	MSA	من فضلك اتجه لليسار .
3098	corpus-6-train	MSA	تاناكا ، غرفة رقم واحد صفر صفر .
3099	corpus-6-train	MSA	معذرة ، هل لي ببعض الماء ؟
3102	corpus-6-train	MSA	إنه واسع جداً عليّ . أرني مقاساً أصغر من فضلك .
3103	corpus-6-train	MSA	لكم أنت لطيف أن تقول ذلك .
3104	corpus-6-train	MSA	انظر في الخارج . ها أنا قادم .
3105	corpus-6-train	MSA	هل يمكنك إعادة إصدار تذكرة أخرى لرسوم الشحن فقط ؟
3108	corpus-6-train	MSA	ستستغرق حوالي ساعة .
3109	corpus-6-test-corpus-26-train	MSA	من فضلك أكمل البيانات الناقصة في التقرير .
3111	corpus-6-test-corpus-26-dev	MSA	لا أفهم الإنجليزية الأمريكية ، إنما أتحدث الإنجليزية الراقية .
3115	corpus-6-train	MSA	خمسة فئة عشرين وأربعة فئة خمسين .
3116	corpus-6-train	MSA	هل هذا هو صفر صفر صفر صفر صفر صفر صفر صفر صفر صفر ؟
3119	corpus-6-train	MSA	سأطلعك أولاً بأول عن أماكن تواجدي .
3120	corpus-6-test-corpus-26-train	MSA	منذ أمس .
3122	corpus-6-train	MSA	هل توجد مغسلة قريبة من هنا ؟
3124	corpus-6-train	MSA	هل لي أن استعير مجفف شعر ؟
3125	corpus-6-train	MSA	هل لك أن تحضر لي الملح من فضلك ؟
3126	corpus-6-train	MSA	إنها هدية .
3127	corpus-6-train	MSA	إنني في انتظارك حتى تهدأ .
3129	corpus-6-test-corpus-26-train	MSA	تشمل تأمين ضد التصادم والدين .
3130	corpus-6-train	MSA	الرقم هو صفر ثلاثة ثلاثة اثنان ثلاثة أربعة واحد اثنان ثلاثة أربعة .
3131	corpus-6-train	MSA	أنا سعيد حقا بالهدية .
3133	corpus-6-train	MSA	كان من الأفضل أن أحكم قبضتي على حافظة نقودي ، في حال حاول أي شخص اختطافها .
3134	corpus-6-test-corpus-26-test	MSA	فقدت بطاقة المطالبة .
3135	corpus-6-train	MSA	في المساء يحل الظلام في تمام الساعة الرابعة تقريباً وتغلق المتاجر مبكراً .
3136	corpus-6-train	MSA	هل يشمل رسم الخدمة ؟
3139	corpus-6-train	MSA	كم تريد خصمه ؟
3142	corpus-6-train	MSA	معذرة ، لكن هل لك أن تشرح هذه الأزرار ؟
3145	corpus-6-train	MSA	ماذا عن السيارة التي هناك ، بلايموث ؟
3152	corpus-6-test-corpus-26-train	MSA	هل لديكم دبابيس زينة ذات تصميمات رائعة ؟
3153	corpus-6-train	MSA	معذرة ، لكني أريد أحداً لمساعدتي .
3155	corpus-6-test-corpus-26-train	MSA	إنني أتصل من كشك عمومي في ماسي .
3156	corpus-6-train	MSA	لأربعة أيام . إذا استمرت الأعراض ، يمكنني ملئها مرة أخرى .
3158	corpus-6-train	MSA	هل يوجد خدمة لسياتل من شيكاجو ؟
3160	corpus-6-train	MSA	هل يناسب ورق مقاس ثمانية ونصف في ثلاثة عشر بوصة .
3161	corpus-6-train	MSA	هل يوجد حمام خصوصي ؟
3164	corpus-6-train	MSA	يجب لف الفوط على الرف أعلى الحوض .
3166	corpus-6-train	MSA	أرني بعض السترات التي تتناسب مع هذا .
3167	corpus-6-train	MSA	نأمل في زيادة مبيعات أجهزة الميكروكمبيوتر في منافذ البيع التعليمية من خلال ترسيخ استخدامها في هذا المجال المهمل .
3169	corpus-6-train	MSA	كم السعر ؟
3170	corpus-6-test-corpus-26-test	MSA	هذه كبيرة جداً .
3172	corpus-6-train	MSA	هناك طلب كبير على هذا الكمبيوتر الجديد .
3173	corpus-6-train	MSA	نزيف هنا .
3174	corpus-6-dev	MSA	أريد مسكناً .
3176	corpus-6-test-corpus-26-train	MSA	كم أجر الانتظار في الساعة ؟
3178	corpus-6-train	MSA	هذا ممكن إذا أمكنك السفر على رحلة صباح باكر يوم السادس والعشرين .
3179	corpus-6-test-corpus-26-train	MSA	سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .
3182	corpus-6-test-corpus-26-train	MSA	هل توجد أي حقبة معينة للفن تفضلها ؟
3183	corpus-6-train	MSA	سأتناول فطيرة على الموضة من فضلك .
3184	corpus-6-train	MSA	أريد ماء من فضلك .
3185	corpus-6-test-corpus-26-train	MSA	من فضلك تحقق منها مرة أخرى .
3189	corpus-6-train	MSA	إذا كانت جولة اليوم الكامل تشمل رصيف الصيادين ، سآخذها .
3192	corpus-6-train	MSA	لا تقلق .
3193	corpus-6-train	MSA	أشعر أنني لست على ما يرام ، من فضلك أعطني بعض الأدوية .
3195	corpus-6-test-corpus-26-train	MSA	سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .
3196	corpus-6-train	MSA	شريحة اللحم هذه عسيرة المضغ جدا بالنسبة لي .
3197	corpus-6-train	MSA	لقد نفد منا للتو .
3198	corpus-6-train	MSA	حسناً ، إنهم فريق شبابي رائع ، وفريق الدودجرز قادمون بقوة أيضاً .
3199	corpus-6-train	MSA	ليس بعد ، شكراً .
3200	corpus-6-train	MSA	من فضلك قف في منتصف مجموعتنا .
3201	corpus-6-test-corpus-26-dev	MSA	كلاً ، إنهم متينين جداً .
3202	corpus-6-train	MSA	أريد الملابس مغسولة في وقت ما اليوم .
3204	corpus-6-train	MSA	فيلم ملون شفاف , من فضلك .
3205	corpus-6-train	MSA	تعد اليابان سابع دولة في العالم من حيث عدد السكان .
3207	corpus-6-test-corpus-26-train	MSA	حسناً ، سأرسلها لك إلى لاس فيجاس .
3208	corpus-6-train	MSA	حاول أحد الأشخاص دخول الشقة . مجرم شاب على ما أظن .
3209	corpus-6-test-corpus-26-train	MSA	أبحث عن قميص للجري .
3211	corpus-6-train	MSA	إنه ضيق جداً من عند الصدر .
3212	corpus-6-dev	MSA	أيمكنك الاتصال بشركة تأمين ؟
3213	corpus-6-train	MSA	ما أنواع النبيذ لديكم ؟
3216	corpus-6-train	MSA	كلاً ، خذ رقم ثلاثة .
3217	corpus-6-train	MSA	إنها خمسة دولارات .
3219	corpus-6-train	MSA	آه شكراً . لقد استمتعت بها .
3220	corpus-6-test-corpus-26-train	MSA	هل تود شرب شيئاً من الحانة ؟
3222	corpus-6-test-corpus-26-dev	MSA	هذا الطريق من فضلك . خذ هذا المصعد .
3223	corpus-6-train	MSA	أنا في عمل .
3224	corpus-6-train	MSA	سأقيم في فندق هيلتون . سأكون هنا لمدة ثلاثة أيام فقط .
3225	corpus-6-train	MSA	أريد جهاز تلفاز محمول من فضلك .
3226	corpus-6-train	MSA	هل يوجد أي فنادق بالقرب من المطار ؟
3227	corpus-6-train	MSA	أريد نقانق فرانكفورت ذات نكهة من فضلك .
3228	corpus-6-train	MSA	أشعر بألم مفاجئ في معدتي .
3229	corpus-6-train	MSA	استدعى فريق الإنقاذ من فضلك .
3231	corpus-6-dev	MSA	تذكرة لطالب واحد , من فضلك .
3233	corpus-6-dev	MSA	من فضلك اكتب خطابا فور وصولك .
3238	corpus-6-test-corpus-26-train	MSA	من الأفضل أن تستقل قطار الثامنة والنصف .
3239	corpus-6-dev	MSA	أنا أسف . انظر ، سأدفع كل شئ . لا تستدعي الشرطة فحسب . والدي سيقتلني .
3241	corpus-6-train	MSA	أنا مصاب بالإمساك .
3245	corpus-6-train	MSA	أيمكنك تغليف هذه كهدية ؟
3246	corpus-6-train	MSA	أشعر بألم طفيف في المعدة .
3247	corpus-6-train	MSA	ألم تتناول شيئاً فيما بينهما ؟
3251	corpus-6-train	MSA	طابعان فئة دولار واحد وعشر طوابع فئة عشرون سنتاً من فضلك .
3255	corpus-6-train	MSA	إنهم لا يأكلون البيض نيئاً في الولايات المتحدة الأمريكية .
3256	corpus-6-train	MSA	أين يمكنني إصلاح ساعتي ؟
3258	corpus-6-train	MSA	وأخبرهم من فضلك أننا سنتأخر حوالي ثلاثين دقيقة .
3261	corpus-6-train	MSA	أعطني عشرة تذكارات من فضلك .
3264	corpus-6-train	MSA	أنا أستخدم خزينتك الحديدية .
3265	corpus-6-train	MSA	كيف أصل إلى المطعم ؟
3266	corpus-6-dev	MSA	أسرع .
3267	corpus-6-test-corpus-26-test	MSA	هل يوجد دار للسينما بالقرب من هنا ؟
3268	corpus-6-train	MSA	سيكونون جاهزين غداّ . لكن باستخدام خدمتنا الخاصة ، بحلول هذا المساء .
3269	corpus-6-test-corpus-26-train	MSA	الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .
3270	corpus-6-train	MSA	بالتأكيد ، استقل الحافلة رقم خمسة من فندق رويال وانزل في ميدان داون تاون .
3272	corpus-6-dev	MSA	معذرة ، لكن هل يمكنك أن توجهني للمحطة ؟
3273	corpus-6-train	MSA	يمكنك أن تجدها عند محطة الحافلات هناك .
3276	corpus-6-train	MSA	سأسأله عما يناسبه قبل أن أناديه .
3277	corpus-6-train	MSA	قسم تأجير السيارات , من فضلك .
3278	corpus-6-dev	MSA	أريد مشاهدة الجبال .
3279	corpus-6-test-corpus-26-train	MSA	أريد ساعة مستعملة .
3280	corpus-6-train	MSA	هل هذا للسيدات أم للرجال ؟
3281	corpus-6-train	MSA	أريد شراء نظارة جديدة .
3283	corpus-6-train	MSA	نريد تحرير بلاغ عن أمتعة مفقودة .
3284	corpus-6-test-corpus-26-train	MSA	سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .
3285	corpus-6-test-corpus-26-train	MSA	الوقت يتأخر . يجب أن أرحل .
3287	corpus-6-train	MSA	هل سنتوقف عند المتجر في طريق العودة ؟
3288	corpus-6-train	MSA	ستكون قد أنجزت بحلول مساء الغد .
3289	corpus-6-test-corpus-26-train	MSA	لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟
3290	corpus-6-dev	MSA	حول هذه إلى بيزيتا من فضلك .
3292	corpus-6-test-corpus-26-train	MSA	أريد شاي من فضلك .
3294	corpus-6-train	MSA	أيهما تفضل , مقعد مسموح فيه التدخين أم مقعد ممنوع فيه التدخين ؟
3295	corpus-6-test-corpus-26-train	MSA	كلاً ، لا يوجد .
3298	corpus-6-train	MSA	أنا السيد تاناكا . لقد قمت بتسجيل الدخول للتو ، لكن الحجرة لا تعجبني .
3304	corpus-6-test-corpus-26-train	MSA	هل هذه هي آخر محطة ؟
3307	corpus-6-train	MSA	ويسكي على قطع ثلج من فضلك .
3310	corpus-6-dev	MSA	كلاً ، لكن لدينا طبيب يمكنه فهم اليابانية بشكل جيد جداُ . لذلك لا توجد مشكلة على الإطلاق .
3311	corpus-6-train	MSA	حسناً .
3313	corpus-6-train	MSA	لا أعرف المقاسات الأسترالية .
3315	corpus-6-train	MSA	هل ترقصين معي ؟
3316	corpus-6-train	MSA	هذا كل شيء لهذا الحين . بكم أدين لك ؟
3317	corpus-6-train	MSA	لو كنت مكانك لجربت ذلك .
3318	corpus-6-test-corpus-26-train	MSA	لنتصل به .
3319	corpus-6-train	MSA	يوضح الرسم التوضيحي الفروق الرئيسية بين نوعي العقود .
3321	corpus-6-train	MSA	هل أنا كذلك ؟ الشطرنج لعبة مثالية لي .
3322	corpus-6-train	MSA	أجل . أريد شراء بعض التذكارات . هل لك أن ترشح لي شيئاُ نموذجياُ ؟
3323	corpus-6-test-corpus-26-train	MSA	هل هذا المتبل حار ؟
3324	corpus-6-train	MSA	إنه مريض . من فضلك استدعي طبيبا له .
3327	corpus-6-train	MSA	ما أكثر الرياضات المشهورة هنا ؟
3328	corpus-6-train	MSA	بأي نوع من البرامج التلفزيونية تهتم ؟
3329	corpus-6-train	MSA	هل نفقد أم نكسب يوماُ في طريقنا لأمريكا ؟
3330	corpus-6-dev	MSA	أرني جدول المواعيد من فضلك .
3334	corpus-6-test-corpus-26-train	MSA	أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟
3335	corpus-6-test-corpus-26-train	MSA	أجل ، أريد مشاهدة معالم المدينة .
3337	corpus-6-train	MSA	أريد بعض مكبرات الصوت .
3338	corpus-6-train	MSA	هل تعيش بمفردك ؟
3339	corpus-6-train	MSA	عليك أن تنتظر حوالي ساعة .
3340	corpus-6-train	MSA	كيف فعلتها ؟
3342	corpus-6-train	MSA	آلة تصويري لا تعمل جيداً .
3344	corpus-6-train	MSA	أتمنى لك إقامة ممتعة .
3345	corpus-6-train	MSA	أجل . اشتريت سترة من متجركم هذا الصباح . لكن عندما عدت وفتحته كان غير الذي اشتريته . هذا هو إيصالي .
3346	corpus-6-train	MSA	كيف تأكل هذا ؟
3350	corpus-6-train	MSA	هل لديكم سلطة خضراء ؟
3351	corpus-6-test-corpus-26-test	MSA	يوجد الكثير من السائحين بالقرب من المبنى ، ويبدو أنهم تجمعوا لإلقاء نظرة على ما يحدث .
3352	corpus-6-train	MSA	كامل العدد ، كلاً أشكرك .
3353	corpus-6-dev	MSA	هل تعرف أي طبيب يتحدث اليابانية ؟
3354	corpus-6-train	MSA	متى يبدأ العرض ؟
3355	corpus-6-train	MSA	هل يمكنني الدفع بالين ؟
3356	corpus-6-train	MSA	هواياتي هي تسلق الجبال والعزف على البيانو .
3359	corpus-6-test-corpus-26-train	MSA	شكراً على كرم ضيافتك .
3360	corpus-6-dev	MSA	لا أصدق إنه يجب أن أعود لليابان . أتمنى أن أمكث فترة أطول .
3361	corpus-6-train	MSA	المياه تتسرب من أعلى . لا أتحمل الجلوس هنا .
3362	corpus-6-train	MSA	أرشح تحفة .
3363	corpus-6-train	MSA	أنا السيدة مايزاكي في غرفة رقم ثلاثة وعشرون خمسة عشر . أريد الاتصال لإيقاظي غداً صباحاً .
3366	corpus-6-dev	MSA	إنه مشهور بالمحيط الجميل .
3367	corpus-6-train	MSA	إلى اللقاء .
3369	corpus-6-train	MSA	من أين يمكنني شراء تحفة ؟
3370	corpus-6-train	MSA	أجل . باللون الأزرق والأحمر والأصفر .
3375	corpus-6-test-corpus-26-train	MSA	الأمانة هي السياسة المثلى .
3377	corpus-6-train	MSA	سأكون سعيداُ بأن أكون ذا نفع لك .
3378	corpus-6-train	MSA	أريد ملئها عند مضخة رقم خمسة من فضلك . خذ عشرين دولاراً .
3379	corpus-6-train	MSA	كم هو جميل أن ألقاك .
3380	corpus-6-train	MSA	أين يمكنني صرف بعض الشيكات السياحية ؟
3382	corpus-6-train	MSA	هل تقوم بالحجز لنا لمساء الغد ؟
3384	corpus-6-train	MSA	هل لك أن تصحبنا لمقعد سي تسعة عشر وسي عشرين ؟
3385	corpus-6-test-corpus-26-train	MSA	هل لك أن توقظني في تمام السادسة من فضلك ؟
3386	corpus-6-train	MSA	أصبح بمقدوري شراء سيارة جديدة مؤخراً فقط .
3390	corpus-6-train	MSA	افرق شعري على اليسار من فضلك .
3391	corpus-6-train	MSA	ما عدد مرات تعاقب الحافلة لهايد بارك ؟
3392	corpus-6-test-corpus-26-train	MSA	كم السعر لنصف يوم ؟
3395	corpus-6-train	MSA	هل لديكم مرشد يتحدث اللغة اليابانية ؟
3397	corpus-6-test-corpus-26-train	MSA	أنا كينجي .
3399	corpus-6-train	MSA	أجل ، سلطة خضراء من فضلك .
3400	corpus-6-train	MSA	أبحث عن طبيب يفهم اللغة اليابانية , من فضلك .
3401	corpus-6-train	MSA	حالاُ ومع صديق . لكن توجد مشكلة . ليس لي صديق حتى الآن .
3402	corpus-6-test-corpus-26-train	MSA	هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟
3403	corpus-6-train	MSA	أعطني بعض الأدوية , من فضلك .
3404	corpus-6-test-corpus-26-train	MSA	حسناً ، في حالة إصرار كليكما , سأذهب معكما .
3405	corpus-6-train	MSA	أريد تغيير غرفتي .
3406	corpus-6-train	MSA	سمعت الإعلان عن إلغاء رحلة رقم واحد صفر سبعة .
3407	corpus-6-train	MSA	أريد حذاء بنعل مطاط , من فضلك .
3408	corpus-6-train	MSA	سر في خط مستقيم . فندق ميلتون على اليسار .
3409	corpus-6-train	MSA	من أين يمكنني الحصول على التذكرة ؟
3410	corpus-6-train	MSA	أريد القيام بالحجز .
3411	corpus-6-train	MSA	من فضلك قد السيارة بأكبر سرعة ممكنة .
3413	corpus-6-test-corpus-26-dev	MSA	هل لك أن تستبدل هذه بواحدة أخرى من نفس النوع من فضلك ؟
3414	corpus-6-train	MSA	الطبخ هناك متواضع .
3415	corpus-6-train	MSA	كم عدد زجاجات المشروبات الكحولية التي لديكم ؟
3417	corpus-6-train	MSA	أريد الوصول للمطار قبل الساعة السادسة .
3418	corpus-6-dev	MSA	هل تعتزم تنزيل السعر إلى سبعة دولارات ؟
